Master,Protein FDR Confidence: Combined,Accession,Gene Symbol,Description,# Peptides,# PSMs,"Abundance Ratio: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio: (PLL, Normal) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (PLL, Normal)","Abundance Ratio (log2): (BLL, Diseased) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio (log2): (PLL, Normal) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (PLL, Normal)","Abundance Ratio P-Value: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio P-Value: (PLL, Normal) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (PLL, Normal)","Abundances (Grouped): BLL, Diseased","Abundances (Grouped): BLL, Normal","Abundances (Grouped): PLL, Diseased","Abundances (Grouped): PLL, Normal","Abundances (Grouped) Count: BLL, Diseased","Abundances (Grouped) Count: BLL, Normal","Abundances (Grouped) Count: PLL, Diseased","Abundances (Grouped) Count: PLL, Normal","Abundances (Normalized): F1: Sample, BLL, Diseased","Abundances (Normalized): F3: Sample, BLL, Diseased","Abundances (Normalized): F5: Sample, BLL, Diseased","Abundances (Normalized): F7: Sample, BLL, Diseased","Abundances (Normalized): F9: Sample, BLL, Diseased","Abundances (Normalized): F2: Sample, BLL, Normal","Abundances (Normalized): F4: Sample, BLL, Normal","Abundances (Normalized): F6: Sample, BLL, Normal","Abundances (Normalized): F8: Sample, BLL, Normal","Abundances (Normalized): F10: Sample, BLL, Normal","Abundances (Normalized): F11: Sample, PLL, Diseased","Abundances (Normalized): F13: Sample, PLL, Diseased","Abundances (Normalized): F15: Sample, PLL, Diseased","Abundances (Normalized): F17: Sample, PLL, Diseased","Abundances (Normalized): F19: Sample, PLL, Diseased","Abundances (Normalized): F12: Sample, PLL, Normal","Abundances (Normalized): F14: Sample, PLL, Normal","Abundances (Normalized): F16: Sample, PLL, Normal","Abundances (Normalized): F18: Sample, PLL, Normal","Abundances (Normalized): F20: Sample, PLL, Normal","Abundance: F1: Sample, BLL, Diseased","Abundance: F3: Sample, BLL, Diseased","Abundance: F5: Sample, BLL, Diseased","Abundance: F7: Sample, BLL, Diseased","Abundance: F9: Sample, BLL, Diseased","Abundance: F2: Sample, BLL, Normal","Abundance: F4: Sample, BLL, Normal","Abundance: F6: Sample, BLL, Normal","Abundance: F8: Sample, BLL, Normal","Abundance: F10: Sample, BLL, Normal","Abundance: F11: Sample, PLL, Diseased","Abundance: F13: Sample, PLL, Diseased","Abundance: F15: Sample, PLL, Diseased","Abundance: F17: Sample, PLL, Diseased","Abundance: F19: Sample, PLL, Diseased","Abundance: F12: Sample, PLL, Normal","Abundance: F14: Sample, PLL, Normal","Abundance: F16: Sample, PLL, Normal","Abundance: F18: Sample, PLL, Normal","Abundance: F20: Sample, PLL, Normal",Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Unique Peptides,# AAs,MW [kDa],calc. pI,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Pfam IDs,Entrez Gene ID,Gene ID,Ensembl Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Grouped) CV [%]: BLL, Diseased","Abundances (Grouped) CV [%]: BLL, Normal","Abundances (Grouped) CV [%]: PLL, Diseased","Abundances (Grouped) CV [%]: PLL, Normal","Found in Sample: F1: Sample, BLL, Diseased","Found in Sample: F3: Sample, BLL, Diseased","Found in Sample: F5: Sample, BLL, Diseased","Found in Sample: F7: Sample, BLL, Diseased","Found in Sample: F9: Sample, BLL, Diseased","Found in Sample: F2: Sample, BLL, Normal","Found in Sample: F4: Sample, BLL, Normal","Found in Sample: F6: Sample, BLL, Normal","Found in Sample: F8: Sample, BLL, Normal","Found in Sample: F10: Sample, BLL, Normal","Found in Sample: F11: Sample, PLL, Diseased","Found in Sample: F13: Sample, PLL, Diseased","Found in Sample: F15: Sample, PLL, Diseased","Found in Sample: F17: Sample, PLL, Diseased","Found in Sample: F19: Sample, PLL, Diseased","Found in Sample: F12: Sample, PLL, Normal","Found in Sample: F14: Sample, PLL, Normal","Found in Sample: F16: Sample, PLL, Normal","Found in Sample: F18: Sample, PLL, Normal","Found in Sample: F20: Sample, PLL, Normal",# Protein Groups,Modifications,Checked,"Abundance Ratio Variability [%]: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio Variability [%]: (PLL, Normal) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (PLL, Normal)",Score Sequest HT: Sequest HT,Molecular Function,Phospho (S; T; Y) Count,Phospho (S; T; Y) Positions
Master Protein,High,P17980,PSMC3,26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,5,9,0.426,0.663,0.919,0.828,-1.23,-0.59,-0.12,-0.27,4.83E-01,9.41E-01,7.82E-01,9.83E-01,1.64E+05,6.75E+05,1.11E+05,4.56E+05,5,4,5,2,1.64E+05,4.95E+05,1.28E+05,6.79E+05,1.01E+05,1.34E+06,3.40E+05,1.60E+06,1.61E+05,,1.11E+05,2.03E+05,4.98E+04,2.52E+05,8.13E+04,,7.85E+05,,2.65E+05,,6.52E+02,1.88E+03,1.25E+03,6.79E+05,5.20E+03,4.76E+03,6.05E+03,1.47E+04,4.54E+03,,6.63E+02,9.05E+03,4.05E+02,3.40E+04,2.02E+03,,2.21E+05,,6.21E+03,,0,FALSE,20.702,19,5,439,49.2,5.24,5,protein metabolism;other metabolic processes;other biological processes,non-structural extracellular;cytosol;nucleus;other cell component,"Pf00004, Pf16450, Pf17862",5702,B2R8V1; hsa:5702; P17980; Q3B757; Q3B865; Q53HU5; Q6GPG8; Q6IBS1; Q96HD3,ENSG00000165916,FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Separation of Sister Chromatids; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Regulation of expression of SLITs and ROBOs; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Neutrophil degranulation; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Alzheimer's disease,64,0,82.69,83.12,61.04,69.98,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,n/a,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,High,n/a,Peak Found,n/a,1,,FALSE,102.17,93.35,144.36,145.23,25.16,other molecular function,0,
Master Protein,High,P16284,PECAM1,Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2,2,11,0.425,0.772,0.719,0.682,-1.23,-0.37,-0.48,-0.55,3.28E-01,7.94E-01,5.80E-01,9.10E-01,1.08E+06,2.54E+06,3.70E+05,1.30E+06,3,3,3,4,,1.08E+06,,2.42E+05,1.93E+06,,2.54E+06,1.82E+07,3.66E+05,,8.85E+05,,,3.70E+05,3.17E+05,1.57E+07,3.46E+05,1.52E+06,1.10E+06,,,4.10E+03,,2.42E+05,9.97E+04,,4.51E+04,1.68E+05,1.03E+04,,5.29E+03,,,4.99E+04,7.89E+03,3.05E+04,9.72E+04,1.08E+04,2.58E+04,,0,FALSE,8.363,5,2,738,82.5,6.99,2,cell adhesion;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cell component,"Pf13895, Pf13927, Pf17736",5175,A0A075B738; A8K3S7; D3DU31; hsa:5175; P16284; Q6LDA9; Q8TBH1; Q96RF5; Q96RF6; Q9NP65; Q9NPB7; Q9NPG9; Q9NQS9; Q9NQT0; Q9NQT1; Q9NQT2,ENSG00000261371,Integrin cell surface interactions; Neutrophil degranulation; Platelet degranulation ; Platelet sensitization by LDL; PECAM1 interactions,Markers of kidney cell lineage; TROP2 regulatory signaling; Cell lineage map for neuronal differentiation,9,0,77.93,138.31,59.81,157.81,n/a,Peak Found,n/a,High,Peak Found,n/a,High,High,Peak Found,n/a,Peak Found,n/a,n/a,High,Peak Found,High,High,Peak Found,Peak Found,n/a,1,,FALSE,128.12,95.12,126.82,67.29,29.87,other molecular function,0,
Master Protein,High,Q16854,DGUOK,"Deoxyguanosine kinase, mitochondrial OS=Homo sapiens OX=9606 GN=DGUOK PE=1 SV=2",2,2,0.422,2.641,2.203,0.515,-1.25,1.4,1.14,-0.96,4.15E-01,1.15E-01,5.48E-01,6.51E-01,7.80E+04,1.85E+05,2.10E+05,4.07E+05,2,1,3,1,,,,5.86E+04,1.04E+05,,,,,1.85E+05,,6.92E+04,,3.58E+05,2.10E+05,,,,,4.07E+05,,,,5.86E+04,5.35E+03,,,,,1.97E+03,,3.09E+03,,4.82E+04,5.21E+03,,,,,4.33E+03,0,FALSE,7.281,12,2,277,32,8.66,2,other metabolic processes;other biological processes,cytosol;mitochondrion;other cell component,Pf01712,1716,hsa:1716; P78532; Q16759; Q16854; Q4ZG09; Q7L1W9; Q96BC1,ENSG00000114956,Purine salvage,Genetic causes of porto-sinusoidal vascular disease,2,0,39.28,,68.02,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,Peak Found,n/a,Peak Found,n/a,High,Peak Found,n/a,n/a,n/a,n/a,Peak Found,1,,FALSE,42.86,67.25,0,61.4,7.5,kinase activity;other molecular function,0,
Master Protein,High,Q13315,ATM,Serine-protein kinase ATM OS=Homo sapiens OX=9606 GN=ATM PE=1 SV=4,8,13,0.421,0.524,0.184,2.453,-1.25,-0.93,-2.45,1.29,4.07E-01,7.56E-01,5.70E-02,2.74E-01,1.11E+06,6.96E+05,4.05E+05,1.71E+05,5,5,5,5,2.16E+06,2.69E+05,3.16E+06,4.85E+05,1.11E+06,6.96E+05,2.81E+05,1.62E+05,1.90E+06,1.70E+06,6.46E+05,2.17E+05,2.47E+05,8.18E+05,4.05E+05,1.71E+05,1.64E+05,4.04E+05,2.56E+05,1.34E+05,8.59E+03,1.02E+03,3.08E+04,4.85E+05,5.74E+04,2.47E+03,5.00E+03,1.50E+03,5.36E+04,1.81E+04,3.86E+03,9.70E+03,2.01E+03,1.10E+05,1.01E+04,3.34E+02,4.61E+04,2.86E+03,5.99E+03,1.43E+03,0,FALSE,33.421,4,8,3056,350.5,6.81,8,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,"Pf00454, Pf02259, Pf02260, Pf11640",472,B2RNX5; hsa:472; O15429; Q12758; Q13315; Q16551; Q93007; Q9NP02; Q9UCX7,ENSG00000149311,Meiotic recombination; DNA Damage/Telomere Stress Induced Senescence; TP53 Regulates Transcription of DNA Repair Genes; Resolution of D-loop Structures through Holliday Junction Intermediates; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of HSF1-mediated heat shock response; Regulation of TP53 Degradation; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Regulation of TP53 Activity through Phosphorylation; TP53 Regulates Transcription of Caspase Activators and Caspases; Regulation of TP53 Activity through Methylation; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA); Defective homologous recombination repair (HRR) due to BRCA1 loss of function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function; Impaired BRCA2 binding to PALB2; TP53 Regulates Transcription of Genes Involved in Cytochrome C Release; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51; Nonhomologous End-Joining (NHEJ); Sensing of DNA Double Strand Breaks; Pexophagy,"miRNA regulation of DNA damage response; miRNAs involved in DNA damage response; TP53 network; Cell cycle; Homologous recombination; Glioblastoma signaling pathways; ATM signaling pathway; DDX1 as a regulatory component of the Drosha microprocessor; Ovarian infertility; Pathways affected in adenoid cystic carcinoma; Hematopoietic stem cell gene regulation by GABP alpha/beta complex; ATM signaling in development and disease ; DNA IR-double strand breaks and cellular response via ATM; miRNA regulation of p53 pathway in prostate cancer; DNA IR-damage and cellular response via ATR; Breast cancer pathway; G1 to S cell cycle control; Joubert syndrome; Male infertility; DNA repair pathways, full network; Pleural mesothelioma; SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome; NIPBL role in DNA damage - Cornelia de Lange syndrome; Primary ovarian insufficiency; DNA damage response; DNA damage response (only ATM dependent)",54,0,84.17,85.05,55.69,48.37,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,FALSE,109.38,109.21,91.85,84.79,36.82,nucleic acid binding activity;kinase activity;other molecular function,0,
Master Protein,High,E5RI56,,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 PE=3 SV=2,4,29,0.42,0.405,1.366,0.212,-1.25,-1.3,0.45,-2.24,3.43E-01,4.58E-01,7.65E-01,2.31E-01,1.85E+06,1.36E+06,2.83E+05,1.98E+06,5,5,5,5,7.11E+05,3.23E+06,3.87E+05,1.85E+06,3.94E+06,2.27E+06,1.22E+06,1.36E+06,4.15E+05,1.46E+06,1.05E+06,1.35E+05,2.83E+05,2.55E+06,2.60E+05,1.98E+06,1.89E+06,9.36E+06,5.01E+05,6.66E+06,2.83E+03,1.23E+04,3.78E+03,1.85E+06,2.03E+05,8.07E+03,2.16E+04,1.25E+04,1.17E+04,1.55E+04,6.29E+03,6.05E+03,2.30E+03,3.43E+05,6.46E+03,3.86E+03,5.30E+05,6.64E+04,1.17E+04,7.09E+04,0,FALSE,18.934,34,4,197,22.7,4.55,4,protein metabolism;other metabolic processes,other cell component,"Pf01466, Pf03931",,,,,,0,0,76.42,49.23,118.33,92.25,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,High,1,,FALSE,122.03,107.36,108.29,118.01,85.29,,0,
Master Protein,High,P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4",1,3,0.419,0.01,0.795,0.01,-1.25,-6.64,-0.33,-6.64,4.02E-01,1.00E-17,7.73E-01,1.00E-17,5.02E+04,1.22E+05,,9.20E+04,3,3,,4,5.02E+04,1.41E+05,2.20E+04,,,2.40E+05,1.22E+05,,5.24E+04,,,,,,,1.21E+05,7.00E+04,,3.33E+04,6.21E+05,1.99E+02,5.35E+02,2.14E+02,,,8.53E+02,2.17E+03,,1.48E+03,,,,,,,2.36E+02,1.97E+04,,7.80E+02,6.61E+03,0,FALSE,5.9,2,1,728,80,7.52,1,other metabolic processes,cytosol;mitochondrion;other cell component,"Pf00289, Pf00364, Pf02785, Pf02786, Pf18140",5095,B4DKY8; B4DPF9; C9JPQ8; hsa:5095; P05165; Q15979; Q8WXQ7,ENSG00000175198,Biotin transport and metabolism; Defective HLCS causes multiple carboxylase deficiency; Propionyl-CoA catabolism,Primary ovarian insufficiency,4,0,87.5,68.68,,130.34,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,1,,FALSE,94.55,,99.99,,9.17,other molecular function,0,
Master Protein,High,Q9P0U3,SENP1,Sentrin-specific protease 1 OS=Homo sapiens OX=9606 GN=SENP1 PE=1 SV=2,1,2,0.419,1.356,0.118,4.123,-1.26,0.44,-3.08,2.04,3.93E-01,4.85E-01,5.48E-02,1.60E-01,4.66E+04,1.23E+05,5.98E+04,1.45E+04,3,2,4,1,1.71E+05,,,4.66E+04,1.54E+04,,,,2.14E+04,7.01E+05,,2.80E+04,4.92E+04,2.02E+05,7.26E+04,,,,1.45E+04,,6.80E+02,,,4.66E+04,7.94E+02,,,,6.04E+02,7.45E+03,,1.25E+03,4.00E+02,2.72E+04,1.80E+03,,,,3.39E+02,,0,FALSE,5.272,2,1,644,73.4,8.47,1,protein metabolism;other metabolic processes;signal transduction;other biological processes,other membranes;nucleus;other cell component,Pf02902,29843,A8K7P5; hsa:29843; Q86XC8; Q9P0U3,ENSG00000079387,RHOF GTPase cycle; SUMO is proteolytically processed,,2,0,106.01,133.03,88.94,,Peak Found,n/a,n/a,High,Peak Found,n/a,n/a,n/a,Peak Found,Peak Found,n/a,Peak Found,Peak Found,High,Peak Found,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,130.1,109.35,410.88,55.28,6.16,other molecular function,0,
Master Protein,High,Q6UW68,TMEM205,Transmembrane protein 205 OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1,3,51,0.419,0.494,1.344,0.237,-1.26,-1.02,0.43,-2.08,2.78E-01,6.61E-01,8.06E-01,2.30E-01,1.88E+06,3.49E+06,1.18E+06,5.16E+06,5,5,5,5,5.29E+05,7.98E+06,6.87E+05,1.88E+06,2.03E+06,3.49E+06,4.84E+06,7.31E+06,1.21E+06,3.48E+06,4.16E+05,7.90E+05,1.18E+06,1.65E+06,1.32E+06,8.93E+06,3.20E+05,5.16E+06,1.86E+06,1.51E+07,2.10E+03,3.03E+04,6.71E+03,1.88E+06,1.05E+05,1.24E+04,8.61E+04,6.75E+04,3.42E+04,3.70E+04,2.49E+03,3.53E+04,9.60E+03,2.22E+05,3.27E+04,1.74E+04,9.00E+04,3.65E+04,4.36E+04,1.61E+05,0,FALSE,10.797,22,3,189,21.2,8.62,3,,other membranes,Pf13664,374882,hsa:374882; Q6UW68,ENSG00000105518,,,0,0,117.19,54.92,44.62,94.81,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,1,,FALSE,116.58,98.02,130.46,127.64,95.56,,0,
Master Protein,Medium,Q8IX19,MCEMP1,Mast cell-expressed membrane protein 1 OS=Homo sapiens OX=9606 GN=MCEMP1 PE=1 SV=1,1,1,0.418,1.754,1.093,0.671,-1.26,0.81,0.13,-0.58,3.90E-01,3.39E-01,9.96E-01,8.86E-01,5.39E+04,1.11E+05,9.45E+04,1.41E+05,2,3,2,2,,9.99E+04,,2.91E+04,,,9.43E+04,1.76E+05,,1.11E+05,,4.21E+04,,2.12E+05,,,3.61E+04,,5.49E+05,,,3.79E+02,,2.91E+04,,,1.68E+03,1.62E+03,,1.18E+03,,1.88E+03,,2.86E+04,,,1.01E+04,,1.29E+04,,0.017,FALSE,2.037,5,1,187,21.2,8.87,1,,plasma membrane;other membranes,,199675,hsa:199675; Q8IX19; Q8IX20,ENSG00000183019,Neutrophil degranulation,,1,0,77.62,33.93,94.54,123.98,n/a,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,Peak Found,n/a,High,n/a,n/a,Peak Found,n/a,Peak Found,n/a,1,,FALSE,84.1,71.92,197.67,120.42,2.05,other molecular function,0,
Master Protein,High,P61224,RAP1B,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1,12,115,0.418,0.193,0.621,0.269,-1.26,-2.38,-0.69,-1.89,2.77E-01,5.91E-02,4.60E-01,2.77E-01,3.10E+07,2.47E+07,5.24E+06,2.26E+07,5,5,5,5,7.74E+07,7.29E+07,3.10E+07,2.13E+06,2.09E+07,1.22E+07,2.47E+07,1.09E+08,3.84E+07,2.11E+07,2.09E+07,4.04E+06,2.72E+06,6.78E+06,5.24E+06,1.48E+08,8.09E+06,3.65E+07,4.83E+06,2.26E+07,3.08E+05,2.77E+05,3.03E+05,2.13E+06,1.08E+06,4.33E+04,4.39E+05,1.01E+06,1.08E+06,2.24E+05,1.25E+05,1.80E+05,2.21E+04,9.14E+05,1.30E+05,2.89E+05,2.27E+06,2.59E+05,1.13E+05,2.41E+05,0,FALSE,48.686,78,12,184,20.8,5.78,12,cell cycle OR cell proliferation;cell organization and biogenesis;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;other cytoplasmic organelle;other cell component,Pf00071,5908,B2R5Z2; B4DQI8; B4DW74; B4DW94; hsa:5908; P09526; P61224; Q502X3; Q5TZR4; Q6DCA1; Q6LES0,ENSG00000127314,Neutrophil degranulation; Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation; Signaling by BRAF and RAF1 fusions; Signaling by moderate kinase activity BRAF mutants; Paradoxical activation of RAF signaling by kinase inactive BRAF; Signaling downstream of RAS mutants; Signaling by RAF1 mutants; Rap1 signalling; MAP2K and MAPK activation; Signaling by high-kinase activity BRAF mutants; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; MET activates RAP1 and RAC1,Integrin-mediated cell adhesion; Thyroid stimulating hormone (TSH) signaling pathway; Androgen receptor network in prostate cancer; Corticotropin-releasing hormone signaling pathway; Common pathways underlying drug addiction; Focal adhesion; Hepatocyte growth factor receptor signaling; MAPK signaling pathway; VEGFA-VEGFR2 signaling; Chemokine signaling pathway; MET in type 1 papillary renal cell carcinoma; Ras signaling,26,0,80.81,95.56,93.25,135.32,High,High,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,High,High,Peak Found,High,High,1,,FALSE,130.61,134.04,130.4,134.36,240.88,other molecular function,0,
Master Protein,High,Q6IAA8,LAMTOR1,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,4,11,0.416,0.569,,0.288,-1.26,-0.81,,-1.8,3.35E-01,8.27E-01,,3.11E-01,1.15E+06,1.80E+06,1.47E+06,1.03E+06,2,2,4,1,,,,3.16E+06,4.18E+05,,1.73E+06,,1.88E+06,,,2.06E+06,5.76E+05,1.35E+06,1.59E+06,,,1.03E+06,,,,,,3.16E+06,2.15E+04,,3.07E+04,,5.31E+04,,,9.18E+04,4.68E+03,1.82E+05,3.96E+04,,,7.32E+03,,,0,FALSE,18.398,37,4,161,17.7,5.15,4,cell organization and biogenesis;transport;signal transduction;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle;other cell component,Pf15454,55004,hsa:55004; Q6IAA8; Q8WZ09; Q9NWT0,ENSG00000149357,Regulation of PTEN gene transcription; Neutrophil degranulation; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOQ GTPase cycle; RHOG GTPase cycle; Amino acids regulate mTORC1; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOJ GTPase cycle; mTORC1-mediated signalling; TP53 Regulates Metabolic Genes; Macroautophagy; Energy dependent regulation of mTOR by LKB1-AMPK; RHOH GTPase cycle,"Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins",17,0,108.43,6.13,44.33,,n/a,n/a,n/a,High,Peak Found,n/a,Peak Found,n/a,Peak Found,n/a,n/a,High,Peak Found,High,High,n/a,n/a,Peak Found,n/a,n/a,1,,FALSE,6.44,38.52,,10.74,32.94,other molecular function,0,
Master Protein,High,O15143,ARPC1B,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3,4,13,0.415,0.565,0.971,0.213,-1.27,-0.82,-0.04,-2.23,3.46E-01,8.10E-01,9.37E-01,2.54E-01,8.17E+05,1.31E+06,3.72E+05,1.27E+06,5,4,5,5,7.12E+05,8.17E+05,1.32E+05,1.04E+06,3.01E+06,1.19E+06,7.89E+05,1.74E+06,,1.43E+06,2.98E+05,3.93E+05,2.70E+05,4.42E+05,3.72E+05,5.30E+06,2.74E+05,2.39E+06,4.45E+05,1.27E+06,2.83E+03,3.10E+03,1.28E+03,1.04E+06,1.55E+05,4.24E+03,1.40E+04,1.60E+04,,1.53E+04,1.78E+03,1.76E+04,2.19E+03,5.96E+04,9.25E+03,1.03E+04,7.70E+04,1.69E+04,1.04E+04,1.35E+04,0,FALSE,19.889,16,4,372,40.9,8.35,4,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,Pf00400,10095,hsa:10095; O15143; Q9BU00,ENSG00000130429,Regulation of actin dynamics for phagocytic cup formation; FCGR3A-mediated phagocytosis; RHO GTPases Activate WASPs and WAVEs; EPHB-mediated forward signaling,Pathogenic Escherichia coli infection; Microglia pathogen phagocytosis pathway,6,0,96.02,31.11,19.89,106.38,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,n/a,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,High,Peak Found,1,,FALSE,93.74,62.94,108.27,116.1,39.04,cytoskeletal activity;other molecular function,0,
